FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1674481|Blackwood|Populated Place|VA|51|Montgomery|121|371309N|0802351W|37.219296|-80.3975496|||||674|2211|Blacksburg|11/13/1995|
1674482|Blake Forest|Populated Place|VA|51|Montgomery|121|370837N|0801958W|37.1437421|-80.3328246|||||646|2119|Ironto|11/13/1995|
1674483|Blakenship Farm|Locale|VA|51|Montgomery|121|371102N|0802213W|37.1840189|-80.3703262|||||470|1542|Ironto|11/13/1995|
1674484|Blue Ridge Court|Populated Place|VA|51|Montgomery|121|370737N|0802249W|37.1270745|-80.3803266|||||663|2175|Blacksburg|11/13/1995|
1674485|Blacksburg United Methodist Church|Church|VA|51|Montgomery|121|371347N|0802445W|37.2298512|-80.4125503|||||637|2090|Blacksburg|11/13/1995|
1674486|Brightwood Manor|Populated Place|VA|51|Montgomery|121|371327N|0802644W|37.224295|-80.4456072|||||634|2080|Blacksburg|11/13/1995|
1674487|Broad Shoals Ford|Crossing|VA|51|Montgomery|121|370115N|0802650W|37.0209625|-80.4472737|||||624|2047|Riner|11/13/1995|
1674488|Brodie Hall|Building|VA|51|Montgomery|121|371348N|0802512W|37.2301288|-80.4200506|||||636|2087|Blacksburg|11/13/1995|
1674489|Brumfield Acres|Populated Place|VA|51|Montgomery|121|370834N|0802359W|37.1429074|-80.3997718|||||629|2064|Blacksburg|11/13/1995|
1674490|Burke Johnson Student Center|Building|VA|51|Montgomery|121|371344N|0802529W|37.2290176|-80.424773|||||628|2060|Blacksburg|11/13/1995|
1674491|Burruss Administration Building|Building|VA|51|Montgomery|121|371343N|0802526W|37.2287398|-80.4239397|||||629|2064|Blacksburg|11/13/1995|
1674492|Cambria|Populated Place|VA|51|Montgomery|121|370835N|0802345W|37.1431853|-80.3958828|||||640|2100|Blacksburg|11/13/1995|
1674493|Cambria Baptist Church|Church|VA|51|Montgomery|121|370834N|0802418W|37.1429073|-80.4050499|||||622|2041|Blacksburg|11/13/1995|
1674494|Cambria Historic District|Park|VA|51|Montgomery|121|370829N|0802418W|37.1415184|-80.4050499|||||615|2018|Blacksburg|11/13/1995|
1674495|Campbell Hall|Building|VA|51|Montgomery|121|371334N|0802519W|37.2262399|-80.4219951|||||626|2054|Blacksburg|11/13/1995|
1674496|Canterbury|Populated Place|VA|51|Montgomery|121|370648N|0802415W|37.113463|-80.4042164|||||657|2155|Riner|11/13/1995|
1674497|Carma Heights|Populated Place|VA|51|Montgomery|121|370955N|0802613W|37.1654066|-80.4369957|||||635|2083|Blacksburg|11/13/1995|
1674498|Carriage Hill|Populated Place|VA|51|Montgomery|121|371238N|0802341W|37.210685|-80.3947717|||||642|2106|Blacksburg|11/13/1995|
1674499|Cassel Coliseum|Building|VA|51|Montgomery|121|371321N|0802509W|37.2226289|-80.4192172|||||639|2096|Blacksburg|11/13/1995|
1674500|Cedar Orchard|Populated Place|VA|51|Montgomery|121|371405N|0802348W|37.2348514|-80.3967162|||||688|2257|Blacksburg|11/13/1995|
1674501|Center Mills (historical)|Locale|VA|51|Montgomery|121|370350N|0803226W|37.0640157|-80.5406118|||||588|1929|Radford South|11/13/1995|
1674502|Charlton Cemetery|Cemetery|VA|51|Montgomery|121|370857N|0802654W|37.1492953|-80.448385|||||621|2037|Blacksburg|11/13/1995|
1674503|Cheatham Hall|Building|VA|51|Montgomery|121|371326N|0802521W|37.2240177|-80.4225507|||||636|2087|Blacksburg|11/13/1995|
1674504|Chestnut Ridge School (historical)|School|VA|51|Montgomery|121|370047N|0802844W|37.0131842|-80.4789417|||||729|2392|Riner|11/13/1995|
1674505|Childress School (historical)|School|VA|51|Montgomery|121|370342N|0802954W|37.0617947|-80.498387|||||629|2064|Riner|11/13/1995|
1674506|Chowning Place|Populated Place|VA|51|Montgomery|121|371300N|0802644W|37.2167951|-80.4456072|||||626|2054|Blacksburg|11/13/1995|
1674507|Christ Episcopal Church|Church|VA|51|Montgomery|121|371350N|0802449W|37.2306845|-80.4136614|||||634|2080|Blacksburg|11/13/1995|
1674508|Christiansburg Church of the Brethren|Church|VA|51|Montgomery|121|370738N|0802418W|37.1273518|-80.4050499|||||662|2172|Blacksburg|11/13/1995|
1674509|Christiansburg City Hall|Building|VA|51|Montgomery|121|370752N|0802427W|37.1312406|-80.40755|||||639|2096|Blacksburg|11/13/1995|
1674510|Christiansburg Elementary School|School|VA|51|Montgomery|121|370805N|0802500W|37.1347237|-80.4165876|||||656|2152|Blacksburg|11/13/1995|09/15/2010
1674511|Christiansburg High School|School|VA|51|Montgomery|121|370844N|0802503W|37.1456031|-80.4176135|||||651|2136|Blacksburg|11/13/1995|09/15/2010
1674512|Christiansburg Industrial School (historical)|School|VA|51|Montgomery|121|370834N|0802502W|37.1429071|-80.4172726|||||627|2057|Blacksburg|11/13/1995|
1674513|Christiansburg Middle School|School|VA|51|Montgomery|121|370722N|0802531W|37.1226895|-80.4252879|||||667|2188|Riner|11/13/1995|09/15/2010
1674514|Christiansburg Post Office|Post Office|VA|51|Montgomery|121|370748N|0802432W|37.1301295|-80.4089389|||||637|2090|Blacksburg|11/13/1995|
1674515|Christiansburg Primary School|School|VA|51|Montgomery|121|370757N|0802455W|37.1323655|-80.4154092|||||648|2126|Blacksburg|11/13/1995|09/15/2010
1674516|Christiansburg Primary School Number 1 (historical)|School|VA|51|Montgomery|121|370754N|0802415W|37.1317963|-80.4042164|||||652|2139|Blacksburg|11/13/1995|
1674517|Christiansburg Primary School Number 2 (historical)|School|VA|51|Montgomery|121|370804N|0802416W|37.134574|-80.4044942|||||642|2106|Blacksburg|11/13/1995|
1674518|Christiansburg Presbyterian Church|Church|VA|51|Montgomery|121|370742N|0802439W|37.1284628|-80.4108834|||||635|2083|Blacksburg|11/13/1995|
1674519|Christiansburg Recreation Center|Park|VA|51|Montgomery|121|370746N|0802442W|37.1295739|-80.4117167|||||638|2093|Blacksburg|11/13/1995|
1674520|Church of God in Christ|Church|VA|51|Montgomery|121|370812N|0802426W|37.1367962|-80.4072722|||||642|2106|Blacksburg|11/13/1995|
1674521|Clover Valley|Populated Place|VA|51|Montgomery|121|371448N|0802444W|37.2467956|-80.4122725|||||659|2162|Blacksburg|11/13/1995|
1674522|Cochrane Hall|Building|VA|51|Montgomery|121|371322N|0802520W|37.2229066|-80.4222729|||||635|2083|Blacksburg|11/13/1995|
1674523|Country Club Estates|Populated Place|VA|51|Montgomery|121|371245N|0802144W|37.21263|-80.3622703|||||453|1486|Ironto|11/13/1995|
1674524|Country Club Park|Populated Place|VA|51|Montgomery|121|371315N|0802409W|37.2209625|-80.4025498|||||666|2185|Blacksburg|11/13/1995|
1674525|Countryside Estates|Populated Place|VA|51|Montgomery|121|371523N|0802444W|37.2565177|-80.4122727|||||687|2254|Newport|11/13/1995|
1674526|Craig Mountain|Populated Place|VA|51|Montgomery|121|370748N|0802310W|37.13013|-80.3861602|||||673|2208|Blacksburg|11/13/1995|
1674527|Crestwood Gardens|Populated Place|VA|51|Montgomery|121|371240N|0802328W|37.2112406|-80.3911604|||||676|2218|Blacksburg|11/13/1995|
1674528|Crockett Spring (historical)|Populated Place|VA|51|Montgomery|121|370539N|0801510W|37.0942995|-80.2528212|||||456|1496|Pilot|11/13/1995|
1674529|Cowgil Hall|Building|VA|51|Montgomery|121|371347N|0802529W|37.2298509|-80.424773|||||628|2060|Blacksburg|11/13/1995|
1674530|Cumberland Forest|Populated Place|VA|51|Montgomery|121|370824N|0801918W|37.1401312|-80.3217129|||||674|2211|Ironto|11/13/1995|
1674531|Davidson Hall|Building|VA|51|Montgomery|121|371337N|0802531W|37.2270731|-80.4253287|||||621|2037|Blacksburg|11/13/1995|
1674532|DeHart Subdivision|Populated Place|VA|51|Montgomery|121|370813N|0802051W|37.1370751|-80.3475474|||||669|2195|Ironto|11/13/1995|
1674533|Den Hill|Populated Place|VA|51|Montgomery|121|370920N|0801847W|37.1556869|-80.3131014|||||571|1873|Ironto|11/13/1995|
1674534|Derring Hall|Building|VA|51|Montgomery|121|371344N|0802532W|37.2290176|-80.4256064|||||623|2044|Blacksburg|11/13/1995|
1674535|Diamond Pointe|Populated Place|VA|51|Montgomery|121|370855N|0802610W|37.14874|-80.4361623|||||630|2067|Blacksburg|11/13/1995|
1674536|Dickerson|Populated Place|VA|51|Montgomery|121|371417N|0802455W|37.2381845|-80.4153282|||||646|2119|Blacksburg|11/13/1995|
1674537|Dietrick Hall|Building|VA|51|Montgomery|121|371328N|0802516W|37.2245732|-80.4211618|||||638|2093|Blacksburg|11/13/1995|
1674538|Donaldson Brown Continuing Education Center|Building|VA|51|Montgomery|121|371342N|0802504W|37.2284622|-80.4178283|||||626|2054|Blacksburg|11/13/1995|
1674539|Dry School (historical)|School|VA|51|Montgomery|121|370537N|0803147W|37.0937381|-80.5297779|||||643|2110|Radford South|11/13/1995|
1674540|Dundas Heights|Populated Place|VA|51|Montgomery|121|371424N|0802434W|37.240129|-80.4094946|||||651|2136|Blacksburg|11/13/1995|
1674541|Dunton Addition|Populated Place|VA|51|Montgomery|121|371304N|0802426W|37.2179069|-80.4072722|||||658|2159|Blacksburg|11/13/1995|
1674542|East Main Street Historic District|Park|VA|51|Montgomery|121|370758N|0802419W|37.1329074|-80.4053277|||||645|2116|Blacksburg|11/13/1995|
1674543|East Park Addition|Populated Place|VA|51|Montgomery|121|370758N|0802351W|37.1329075|-80.3975495|||||659|2162|Blacksburg|11/13/1995|
1674544|East Ridge|Populated Place|VA|51|Montgomery|121|370758N|0802208W|37.1329081|-80.3689372|||||670|2198|Ironto|11/13/1995|
1674545|Echo Hills|Populated Place|VA|51|Montgomery|121|370815N|0802457W|37.1376293|-80.4158836|||||639|2096|Blacksburg|11/13/1995|
1674546|Eggleston Hall|Building|VA|51|Montgomery|121|371338N|0802513W|37.227351|-80.4203284|||||623|2044|Blacksburg|11/13/1995|
1674547|English Field|Park|VA|51|Montgomery|121|371303N|0802522W|37.2176288|-80.4228285|||||624|2047|Blacksburg|11/13/1995|
1674548|Engel Hall|Building|VA|51|Montgomery|121|371325N|0802525W|37.2237399|-80.4236619|||||634|2080|Blacksburg|11/13/1995|
1674549|Evergreen|Populated Place|VA|51|Montgomery|121|371320N|0802414W|37.2223514|-80.4039388|||||659|2162|Blacksburg|11/13/1995|
1674550|Falling Branch|Populated Place|VA|51|Montgomery|121|370750N|0802136W|37.1306861|-80.3600479|||||665|2182|Ironto|11/13/1995|
1674551|Fairview|Populated Place|VA|51|Montgomery|121|370302N|0802951W|37.0506836|-80.4975536|||||605|1985|Riner|11/13/1995|
1674552|Fairview School (historical)|School|VA|51|Montgomery|121|371349N|0802943W|37.2304052|-80.4953317|||||590|1936|Blacksburg|11/13/1995|
1674553|Farmview|Populated Place|VA|51|Montgomery|121|371145N|0802431W|37.1959625|-80.4086612|||||655|2149|Blacksburg|11/13/1995|
1674554|Femoyer Hall|Building|VA|51|Montgomery|121|371352N|0802517W|37.2312399|-80.4214396|||||636|2087|Blacksburg|11/13/1995|
1674555|First Baptist Church|Church|VA|51|Montgomery|121|371343N|0802435W|37.2287401|-80.4097724|||||640|2100|Blacksburg|11/13/1995|
1674556|Fishers View School (historical)|School|VA|51|Montgomery|121|370451N|0801732W|37.0809654|-80.2922673|||||774|2539|Pilot|11/13/1995|
1674557|Forest Hills (historical)|Populated Place|VA|51|Montgomery|121|371254N|0802327W|37.2151295|-80.3908826|||||682|2238|Blacksburg|11/13/1995|
1674558|Franklin Park|Populated Place|VA|51|Montgomery|121|370714N|0802402W|37.1206853|-80.4006052|||||671|2201|Riner|11/13/1995|
1674559|Friendship School (historical)|School|VA|51|Montgomery|121|371051N|0801756W|37.1809647|-80.2989342|||||523|1716|Ironto|11/13/1995|
1674560|Gables Shopping Center|Locale|VA|51|Montgomery|121|371258N|0802409W|37.2162403|-80.4025498|||||645|2116|Blacksburg|11/13/1995|
1674561|Glade Road Heights|Populated Place|VA|51|Montgomery|121|371407N|0802723W|37.2354059|-80.4564411|||||621|2037|Blacksburg|11/13/1995|
1674562|Glade School (historical)|School|VA|51|Montgomery|121|371410N|0802701W|37.2362393|-80.4503298|||||629|2064|Blacksburg|11/13/1995|
1674563|Gladewood|Populated Place|VA|51|Montgomery|121|371400N|0802644W|37.2334616|-80.4456073|||||630|2067|Blacksburg|11/13/1995|
1674564|Goodwins Ferry (historical)|Populated Place|VA|51|Montgomery|121|371316N|0803639W|37.221236|-80.6108945|||||512|1680|Radford North|11/13/1995|
1674565|Graysontown Methodist Church|Church|VA|51|Montgomery|121|370213N|0803339W|37.0370706|-80.5608909|||||579|1900|Radford South|11/13/1995|
1674566|Edgewood|Populated Place|VA|51|Montgomery|121|370653N|0802327W|37.1148521|-80.3908825|||||684|2244|Riner|11/13/1995|
1674567|Hahn Hall|Building|VA|51|Montgomery|121|371340N|0802531W|37.2279065|-80.4253287|||||629|2064|Blacksburg|11/13/1995|
1674568|Holden Hall|Building|VA|51|Montgomery|121|371347N|0802524W|37.229851|-80.4233841|||||633|2077|Blacksburg|11/13/1995|
1674569|Hans Meadow|Populated Place|VA|51|Montgomery|121|370813N|0802309W|37.1370743|-80.3858824|||||641|2103|Blacksburg|11/13/1995|
1674570|Hancock Hall|Building|VA|51|Montgomery|121|371349N|0802526W|37.2304065|-80.4239397|||||632|2073|Blacksburg|11/13/1995|
1674571|Harmon Forest|Populated Place|VA|51|Montgomery|121|370731N|0802609W|37.1254068|-80.4358845|||||653|2142|Blacksburg|11/13/1995|
1674572|Henderson Student Health Service Building|Hospital|VA|51|Montgomery|121|371349N|0802501W|37.2304067|-80.4169949|||||629|2064|Blacksburg|11/13/1995|
1674573|Henley Place|Populated Place|VA|51|Montgomery|121|370907N|0802532W|37.1520735|-80.4256063|||||640|2100|Blacksburg|11/13/1995|
1674574|Hethwood|Populated Place|VA|51|Montgomery|121|371255N|0802714W|37.215406|-80.453941|||||622|2041|Blacksburg|11/13/1995|
1674575|Hethwood Square Shopping Center|Locale|VA|51|Montgomery|121|371302N|0802717W|37.2173504|-80.4547743|||||632|2073|Blacksburg|11/13/1995|
1674576|High Rock School (historical)|School|VA|51|Montgomery|121|370324N|0802044W|37.0567979|-80.3456028|||||726|2382|Pilot|11/13/1995|
1674577|Highland Park|Populated Place|VA|51|Montgomery|121|370716N|0802452W|37.1212405|-80.4144947|||||673|2208|Riner|11/13/1995|
1674578|Highland Park|Populated Place|VA|51|Montgomery|121|371325N|0802330W|37.2237405|-80.391716|||||681|2234|Blacksburg|11/13/1995|
1674579|Highview Terrace|Populated Place|VA|51|Montgomery|121|370724N|0802448W|37.1234627|-80.4133835|||||663|2175|Riner|11/13/1995|
1674580|Hillcrest Dormitory|Building|VA|51|Montgomery|121|371326N|0802531W|37.2240176|-80.4253286|||||635|2083|Blacksburg|11/13/1995|
1674581|Hills Shopping Center|Locale|VA|51|Montgomery|121|370806N|0802239W|37.1351301|-80.3775487|||||667|2188|Blacksburg|11/13/1995|
1674582|Hubbard Haven|Populated Place|VA|51|Montgomery|121|371240N|0802411W|37.2112403|-80.4031054|||||646|2119|Blacksburg|11/13/1995|
1674583|Hunters Ridge|Populated Place|VA|51|Montgomery|121|371451N|0802500W|37.2476288|-80.4167171|||||662|2172|Blacksburg|11/13/1995|
1674584|Hutcheson Hall|Building|VA|51|Montgomery|121|371332N|0802523W|37.2256844|-80.4231063|||||626|2054|Blacksburg|11/13/1995|
1674585|Interchange 105|Crossing|VA|51|Montgomery|121|370529N|0803433W|37.0915146|-80.5758919|||||545|1788|Radford South|11/13/1995|
1674586|Interchange 109|Crossing|VA|51|Montgomery|121|370546N|0803027W|37.0962387|-80.5075543|||||634|2080|Radford South|11/13/1995|
1674587|Interchange 114|Crossing|VA|51|Montgomery|121|370658N|0802521W|37.1162404|-80.4225506|||||659|2162|Riner|11/13/1995|
1674588|Interchange 118|Crossing|VA|51|Montgomery|121|370814N|0802123W|37.1373527|-80.3564367|||||658|2159|Ironto|11/13/1995|
1674589|Interchange 128|Crossing|VA|51|Montgomery|121|371358N|0801416W|37.2329101|-80.2378206|||||376|1234|Elliston|11/13/1995|
1674590|Jamerson Athletic Center|Building|VA|51|Montgomery|121|371318N|0802507W|37.2217956|-80.4186617|||||632|2073|Blacksburg|11/13/1995|
1674591|Johnson Hall|Building|VA|51|Montgomery|121|371332N|0802504W|37.2256845|-80.4178283|||||635|2083|Blacksburg|11/13/1995|
1674592|Johnson Heights|Populated Place|VA|51|Montgomery|121|370813N|0802419W|37.1370739|-80.4053277|||||647|2123|Blacksburg|11/13/1995|
1674593|Karr Heights|Populated Place|VA|51|Montgomery|121|371405N|0802630W|37.2348506|-80.4417182|||||634|2080|Blacksburg|11/13/1995|
1674594|Keister Addition|Populated Place|VA|51|Montgomery|121|371358N|0802448W|37.2329067|-80.4133836|||||634|2080|Blacksburg|11/13/1995|
1674595|Kessler Park|Populated Place|VA|51|Montgomery|121|371415N|0802356W|37.2376292|-80.3989386|||||683|2241|Blacksburg|11/13/1995|
1674596|Kingston Court|Populated Place|VA|51|Montgomery|121|370705N|0802359W|37.1181853|-80.3997718|||||671|2201|Riner|11/13/1995|
1674597|Knob Hill|Populated Place|VA|51|Montgomery|121|371348N|0802355W|37.2301292|-80.3986608|||||702|2303|Blacksburg|11/13/1995|
1674598|La Plateau|Populated Place|VA|51|Montgomery|121|370938N|0802604W|37.1606845|-80.4344956|||||620|2034|Blacksburg|11/13/1995|
1674599|Lafayette Historic District|Park|VA|51|Montgomery|121|371407N|0801238W|37.2354107|-80.2105978|||||369|1211|Elliston|11/13/1995|
1674600|Laurel Ridge|Populated Place|VA|51|Montgomery|121|371606N|0802654W|37.2684613|-80.4483859|||||713|2339|Newport|11/13/1995|
1674601|Lane Hall|Building|VA|51|Montgomery|121|371351N|0802511W|37.2309621|-80.4197728|||||641|2103|Blacksburg|11/13/1995|
1674602|Laurel Fork School (historical)|School|VA|51|Montgomery|121|370129N|0802517W|37.0248519|-80.4214393|||||663|2175|Riner|11/13/1995|
1674603|Lee-Hi Court|Populated Place|VA|51|Montgomery|121|370737N|0802505W|37.1270737|-80.4181059|||||651|2136|Blacksburg|11/13/1995|
1674604|Lester Place|Populated Place|VA|51|Montgomery|121|370755N|0802402W|37.1320741|-80.4006052|||||653|2142|Blacksburg|11/13/1995|
1674605|Linkous|Populated Place|VA|51|Montgomery|121|371420N|0802439W|37.2390179|-80.4108835|||||648|2126|Blacksburg|11/13/1995|
1674606|Litton Reaves Hall|Building|VA|51|Montgomery|121|371317N|0802526W|37.2215177|-80.4239397|||||632|2073|Blacksburg|11/13/1995|
1674607|Lee Hall|Building|VA|51|Montgomery|121|371328N|0802507W|37.2245733|-80.4186617|||||636|2087|Blacksburg|11/13/1995|
1674608|Longview Estates|Populated Place|VA|51|Montgomery|121|371421N|0802559W|37.2392952|-80.4331067|||||643|2110|Blacksburg|11/13/1995|
1674609|Lowes Shopping Center|Locale|VA|51|Montgomery|121|371256N|0802358W|37.2156849|-80.3994941|||||656|2152|Blacksburg|11/13/1995|
1674610|Luther Memorial Church|Church|VA|51|Montgomery|121|371358N|0802507W|37.2329066|-80.4186617|||||640|2100|Blacksburg|11/13/1995|
1674611|Lynwood Terrace|Populated Place|VA|51|Montgomery|121|370727N|0802429W|37.1242962|-80.4081055|||||658|2159|Riner|11/13/1995|
1674612|Madison Farm Historic District|Park|VA|51|Montgomery|121|371038N|0801411W|37.1773549|-80.2364318|||||404|1325|Elliston|11/13/1995|
1674613|Main Street Baptist Church|Church|VA|51|Montgomery|121|370741N|0802436W|37.1281851|-80.4100501|||||636|2087|Blacksburg|11/13/1995|
1674614|Marvin Garden Subdivision|Populated Place|VA|51|Montgomery|121|370834N|0801904W|37.1429091|-80.3178239|||||660|2165|Ironto|11/13/1995|
1674615|Meadow Run|Populated Place|VA|51|Montgomery|121|371550N|0802400W|37.2640178|-80.4000503|||||656|2152|Newport|11/13/1995|
1674616|Major Williams Dormitory|Building|VA|51|Montgomery|121|371351N|0802515W|37.2309621|-80.420884|||||638|2093|Blacksburg|11/13/1995|
1674617|McBryde Hall|Building|VA|51|Montgomery|121|371349N|0802519W|37.2304066|-80.4219951|||||634|2080|Blacksburg|11/13/1995|
1674618|McBryde Village|Populated Place|VA|51|Montgomery|121|371408N|0802548W|37.2356842|-80.4300511|||||640|2100|Blacksburg|11/13/1995|
1674619|Meadow Brook|Populated Place|VA|51|Montgomery|121|371557N|0802450W|37.2659619|-80.4139398|||||648|2126|Newport|11/13/1995|
1674620|Memorial Gymnasium|Building|VA|51|Montgomery|121|371334N|0802515W|37.2262399|-80.420884|||||627|2057|Blacksburg|11/13/1995|
1674621|Middle Ridge School (historical)|School|VA|51|Montgomery|121|370323N|0801944W|37.0565204|-80.3289355|||||724|2375|Pilot|11/13/1995|
1674622|Midway Heights|Populated Place|VA|51|Montgomery|121|371020N|0802506W|37.1723513|-80.4183838|||||634|2080|Blacksburg|11/13/1995|
1674623|Miles Hall|Building|VA|51|Montgomery|121|371331N|0802502W|37.2254067|-80.4172727|||||635|2083|Blacksburg|11/13/1995|
1674624|Miller Addition|Populated Place|VA|51|Montgomery|121|371326N|0802438W|37.2240179|-80.4106057|||||650|2133|Blacksburg|11/13/1995|
1674625|Miller-Southside Historic District|Park|VA|51|Montgomery|121|371323N|0802434W|37.2231847|-80.4094945|||||655|2149|Blacksburg|11/13/1995|
1674626|Milletts Tunnel|Tunnel|VA|51|Montgomery|121|371113N|0803053W|37.1870715|-80.5147772|||||588|1929|Radford North|11/13/1995|
1674627|Mission Hills|Populated Place|VA|51|Montgomery|121|371315N|0802659W|37.2209616|-80.4497741|||||634|2080|Blacksburg|11/13/1995|
1674628|Mockingbird Hill|Populated Place|VA|51|Montgomery|121|370707N|0802457W|37.1187405|-80.4158836|||||667|2188|Riner|11/13/1995|
1674629|Monteith Hall|Building|VA|51|Montgomery|121|371355N|0802513W|37.2320732|-80.4203284|||||638|2093|Blacksburg|11/13/1995|
1674630|Montgomery County|Civil|VA|51|Montgomery|121|371000N|0802259W|37.1667965|-80.3831045|||||480|1575|Blacksburg|11/13/1995|
1674631|Montgomery County Courthouse|Building|VA|51|Montgomery|121|370747N|0802430W|37.1298517|-80.4083833|||||640|2100|Blacksburg|11/13/1995|
1674632|Montgomery County Jail|Building|VA|51|Montgomery|121|370747N|0802428W|37.1298517|-80.4078278|||||641|2103|Blacksburg|11/13/1995|
1674633|Montgomery Farms|Populated Place|VA|51|Montgomery|121|371210N|0802909W|37.2029055|-80.4858868|||||597|1959|Blacksburg|11/13/1995|
1674634|Montgomery-Floyd Regional Library|Building|VA|51|Montgomery|121|370747N|0802452W|37.1298516|-80.4144947|||||640|2100|Blacksburg|11/13/1995|
1674635|Montgomery Regional Hospital|Hospital|VA|51|Montgomery|121|371114N|0802440W|37.1872851|-80.4110926|||||649|2129|Blacksburg|11/13/1995|07/20/2012
1674636|Montgomery White Sulphur Springs (historical)|Populated Place|VA|51|Montgomery|121|371013N|0802054W|37.1704083|-80.3483808|||||475|1558|Ironto|11/13/1995|
1674637|Mosely Practice Field|Park|VA|51|Montgomery|121|371312N|0802519W|37.2201288|-80.4219951|||||635|2083|Blacksburg|11/13/1995|
1674638|Mount Pleasant School (historical)|School|VA|51|Montgomery|121|370803N|0801828W|37.1342982|-80.3078235|||||629|2064|Ironto|11/13/1995|
1674639|Mount Tabor School (historical)|School|VA|51|Montgomery|121|371556N|0802403W|37.2656845|-80.4008837|||||651|2136|Newport|11/13/1995|
1674640|Mount Tabor Village|Populated Place|VA|51|Montgomery|121|371550N|0802347W|37.2640179|-80.396439|||||661|2169|Newport|11/13/1995|
1674641|Huff Acres|Populated Place|VA|51|Montgomery|121|370717N|0802345W|37.1215187|-80.3958828|||||663|2175|Riner|11/13/1995|
1674642|Mountain Top Estates|Populated Place|VA|51|Montgomery|121|370815N|0801929W|37.1376312|-80.3247686|||||662|2172|Ironto|11/13/1995|
1674643|Mountain View|Populated Place|VA|51|Montgomery|121|371535N|0802652W|37.2598503|-80.44783|||||632|2073|Newport|11/13/1995|
1674644|Mountain View Estates|Populated Place|VA|51|Montgomery|121|371330N|0802424W|37.2251291|-80.4067166|||||654|2146|Blacksburg|11/13/1995|
1674645|Mountain View Park|Populated Place|VA|51|Montgomery|121|370943N|0802532W|37.1620734|-80.4256063|||||630|2067|Blacksburg|11/13/1995|
1674646|Mudhole Hollow|Valley|VA|51|Montgomery|121|370611N|0801607W|37.1031881|-80.2686552|370517N|0801626W|37.0880556|-80.2738889|462|1516|Pilot|11/13/1995|
1674647|Murphy|Populated Place|VA|51|Montgomery|121|371453N|0802427W|37.2481846|-80.4075501|||||669|2195|Blacksburg|11/13/1995|
1674648|New Altamont Hospital|Hospital|VA|51|Montgomery|121|370736N|0802455W|37.1267961|-80.4153281|||||641|2103|Blacksburg|11/13/1995|
1674649|New River Valley Mall Shopping Center|Locale|VA|51|Montgomery|121|370952N|0802529W|37.1645734|-80.4247729|||||634|2080|Blacksburg|11/13/1995|08/07/2006
1674650|Newcomb Heights|Populated Place|VA|51|Montgomery|121|370900N|0802429W|37.1501294|-80.4081055|||||652|2139|Blacksburg|11/13/1995|
1674651|Newman Hall|Building|VA|51|Montgomery|121|371334N|0802505W|37.22624|-80.418106|||||628|2060|Blacksburg|11/13/1995|
1674652|Newman Library|Building|VA|51|Montgomery|121|371344N|0802510W|37.2290177|-80.419495|||||628|2060|Blacksburg|11/13/1995|
1674653|Nicholas Manor|Populated Place|VA|51|Montgomery|121|371418N|0802704W|37.2384615|-80.4511631|||||619|2031|Blacksburg|11/13/1995|
1674654|Nixon School (historical)|School|VA|51|Montgomery|121|370538N|0802535W|37.0940182|-80.4264396|||||588|1929|Riner|11/13/1995|
1674655|Norris Hall|Building|VA|51|Montgomery|121|371348N|0802521W|37.2301288|-80.4225507|||||633|2077|Blacksburg|11/13/1995|
1674656|Norris Run School (historical)|School|VA|51|Montgomery|121|371501N|0803303W|37.2504039|-80.5508908|||||635|2083|Eggleston|11/13/1995|
1674657|North Fork Valley Rural Historic District|Park|VA|51|Montgomery|121|371630N|0801830W|37.2751305|-80.3083799|||||493|1617|McDonalds Mill|11/13/1995|
1674658|Northgate Village Shopping Center|Locale|VA|51|Montgomery|121|370904N|0802445W|37.1512404|-80.4125502|||||639|2096|Blacksburg|11/13/1995|
1674659|Northside Park|Populated Place|VA|51|Montgomery|121|371522N|0802503W|37.2562398|-80.4175508|||||665|2182|Newport|11/13/1995|
1674660|O'Shaughnessy Hall|Building|VA|51|Montgomery|121|371331N|0802506W|37.2254067|-80.4183838|||||635|2083|Blacksburg|11/13/1995|
1674661|Oak Grove School (historical)|School|VA|51|Montgomery|121|370646N|0802151W|37.1129083|-80.3642147|||||659|2162|Pilot|11/13/1995|
1674662|Oak Manor|Populated Place|VA|51|Montgomery|121|371323N|0802650W|37.2231839|-80.447274|||||633|2077|Blacksburg|11/13/1995|
1674663|Oakwood Park|Populated Place|VA|51|Montgomery|121|370738N|0802335W|37.127352|-80.3931049|||||659|2162|Blacksburg|11/13/1995|
1674664|Old Hecks Shopping Center|Locale|VA|51|Montgomery|121|370757N|0802233W|37.1326302|-80.3758819|||||659|2162|Blacksburg|11/13/1995|
1674665|Old Hill School (historical)|School|VA|51|Montgomery|121|370820N|0802416W|37.1390185|-80.4044942|||||666|2185|Blacksburg|11/13/1995|
